"Year","Project","Crop","Sample Location ID","Column","Row2","Point Number","Point/Plot Treatment","Sample Location Easting","Sample Location Northing","Grain Carbon %","Grain Sulfur %","Grain Nitrogen %","Non-Residue Grain Sample Area (square meters)","Non-Residue Grain Wet Weight (grams)","Non-Residue grain dry weight (grams)","Grain Nitrogen %__1","Grain Sulfur %__1","Grain Carbon %__1","Crop__1","Residue Sample Area (square meters)","Residue plus Grain Wet Weight (grams)","Residue sample Grain Wet Weight (grams)","Residue sample Grain Dry Weight (grams)","Total Residue Wet Weight (grams)","Residue Sub-Sample Wet Weight (grams)","Residue Sub-Sample Dry Weight (grams)","Residue Nitrogen %","Residue Sulfur %","Residue Carbon %","Grain Harvest Comments","Residue Sample Comments","total area harvested (M2)","total grain yield wet(grams)","total grain yield dry (grams)","total grain yield wet (grams/M2)","total grain yield dry(grams/M2)","X","Y","ID2","Strip","Field"
2007,"Grid Points","WW",111,19,"E",,,493786.679199,5180703.21659998,,,,2.032,738,707,,,,"WW",0,0,0,0,,,,,,,,,2.032,738,707,363.188976377953,347.933070866142,-117.081393,46.779849,111,1,"C"
2007,"Grid Points","WW",112,20,"E",,,493818.588412999,5180703.40589999,,,,2.032,1054,1014,,,,"WW",0,0,0,0,,,,,,,,,2.032,1054,1014,518.700787401575,499.015748031496,-117.080975,46.779851,112,2,"C"
2007,"Grid Points","WW",113,21,"E",,,493851.846663,5180685.55066,,,,2.032,814,777,,,,"WW",0,0,0,0,,,,,,,,,2.032,814,777,400.590551181102,382.381889763779,-117.08053909,46.77969063,113,3,"C"
2007,"Grid Points","WW",114,22,"E",,,493882.419858,5180716.56403999,,,,2.032,667,639,,,,"WW",0,0,0,0,,,,,,,,,2.032,667,639,328.248031496063,314.468503937008,-117.080139,46.77997,114,3,"C"
2007,"Grid Points","WW",115,23,"E",,,493915.691165,5180711.48818,,,,2.032,819,801,,,,"WW",0,0,0,0,,,,,,,,,2.032,819,801,403.051181102362,394.192913385827,-117.07970309,46.77992463,115,4,"C"
2007,"Grid Points","WW",116,24,"E",,,493946.230398999,5180709.27639,,,,2.032,1055,1010,,,,"WW",0,0,0,0,,,,,,,,,2.032,1055,1010,519.192913385827,497.047244094488,-117.079303,46.779905,116,4,"C"
2007,"Grid Points","WW",117,25,"E",,,493978.130543,5180700.46564999,,,,2.032,968,928,,,,"WW",0,0,0,0,,,,,,,,,2.032,968,928,476.377952755905,456.692913385827,-117.078885,46.779826,117,5,"C"
2007,"Grid Points","WW",118,26,"E",,,494010.040872999,5180701.76718,,,,2.032,1244,1196,,,,"WW",0,0,0,0,,,,,,,,,2.032,1244,1196,612.204724409449,588.582677165354,-117.078467,46.779838,118,6,"C"
2007,"Grid Points","WW",119,27,"E",,,494044.226517,5180700.47015,,,,2.032,1324,1280,,,,"WW",0,0,0,0,,,,,,,,,2.032,1324,1280,651.574803149606,629.92125984252,-117.07801916,46.77982663,119,7,"C"
2007,"Grid Points","WW",120,28,"E",,,494073.852491998,5180695.25875,,,,2.032,835,797,,,,"WW",0,0,0,0,,,,,,,,,2.032,835,797,410.925196850394,392.224409448819,-117.077631,46.77978,120,7,"C"
2007,"Grid Points","WW",121,29,"E",,,494105.779413999,5180713.45134999,,,,2.032,544,521,,,,"WW",0,0,0,0,,,,,,,,,2.032,544,521,267.716535433071,256.397637795276,-117.077213,46.779944,121,8,"C"
2007,"Grid Points","WW",138,20,"F",,,493815.873016,5180735.18964,,,,2.032,1036,994,,,,"WW",0,0,0,0,,,,,,,,,2.032,1036,994,509.842519685039,489.173228346457,-117.081011,46.780137,138,1,"C"
2007,"Grid Points","WW",139,21,"F",,,493847.765429,5180719.15527,,,,2.032,759,731,,,,"WW",0,0,0,0,,,,,,,,,2.032,759,731,373.523622047244,359.744094488189,-117.080593,46.779993,139,2,"C"
2007,"Grid Points","WW",140,22,"F",,,493879.70413,5180748.34774999,,,,2.032,853,815,,,,"WW",0,0,0,0,,,,,,,,,2.032,853,815,419.783464566929,401.082677165354,-117.080175,46.780256,140,2,"C"
2007,"Grid Points","WW",141,23,"F",,,493911.609605,5180745.09276,,,,2.032,710,685,,,,"WW",0,0,0,0,,,,,,,,,2.032,710,685,349.409448818898,337.106299212598,-117.079757,46.780227,141,3,"C"
2007,"Grid Points","WW",142,24,"F",,,493943.514329998,5180741.06008,,,,2.032,952,918,,,,"WW",0,0,0,0,,,,,,,,,2.032,952,918,468.503937007874,451.771653543307,-117.079339,46.780191,142,4,"C"
2007,"Grid Points","WW",143,25,"F",,,493976.779961998,5180731.33887999,,,,2.032,1005,966,,,,"WW",0,0,0,0,,,,,,,,,2.032,1005,966,494.586614173228,475.393700787402,-117.0789031,46.78010382,143,5,"C"
2007,"Grid Points","WW",144,26,"F",,,494007.324461999,5180733.55083999,,,,2.032,969,937,,,,"WW",0,0,0,0,,,,,,,,,2.032,969,937,476.870078740157,461.122047244094,-117.078503,46.780124,144,5,"C"
2007,"Grid Points","WW",145,27,"F",,,494039.233836,5180734.07467999,,,,2.032,929,893,,,,"WW",0,0,0,0,,,,,,,,,2.032,929,893,457.185039370079,439.468503937008,-117.078085,46.780129,145,6,"C"
2007,"Grid Points","WW",146,28,"F",,,494071.13574,5180727.04238,,,,2.032,758,722,,,,"WW",0,0,0,0,,,,,,,,,2.032,758,722,373.031496062992,355.314960629921,-117.077667,46.780066,146,7,"C"
2007,"Grid Points","WW",147,29,"F",,,494103.062502,5180745.23496999,,,,2.032,497,474,,,,"WW",0,0,0,0,,,,,,,,,2.032,497,474,244.586614173228,233.267716535433,-117.077249,46.78023,147,7,"C"
2007,"Grid Points","WW",148,30,"F",,,494134.946721,5180720.09011,,,,2.032,1063,1013,,,,"WW",0,0,0,0,,,,,,,,,2.032,1063,1013,523.129921259842,498.523622047244,-117.076831,46.780004,148,8,"C"
2007,"Grid Points","WW",164,21,"G",,,493829.477202999,5180750.95499,,,,2.032,1037,1009,,,,"WW",0,0,0,0,,,,,,,,,2.032,1037,1009,510.334645669291,496.555118110236,-117.080833,46.780279,164,1,"C"
2007,"Grid Points","WW",165,22,"G",,,493861.415824998,5180780.14738,,,,2.032,1241,1197,,,,"WW",0,0,0,0,,,,,,,,,2.032,1241,1197,610.728346456693,589.074803149606,-117.080415,46.780542,165,1,"C"
2007,"Grid Points","WW",166,23,"G",,,493893.321120999,5180776.89228998,,,,2.032,1127,1084,,,,"WW",0,0,0,0,,,,,,,,,2.032,1127,1084,554.625984251968,533.464566929134,-117.079997,46.780513,166,2,"C"
2007,"Grid Points","WW",167,24,"G",,,493925.225664998,5180772.85950998,,,,2.032,826,789,,,,"WW",0,0,0,0,,,,,,,,,2.032,826,789,406.496062992126,388.287401574803,-117.079579,46.780477,167,3,"C"
2007,"Grid Points","WW",168,25,"G",,,493957.125439998,5180764.04865,,,,2.032,783,751,,,,"WW",0,0,0,0,,,,,,,,,2.032,783,751,385.334645669291,369.586614173228,-117.079161,46.780398,168,4,"C"
2007,"Grid Points","WW",169,26,"G",,,493989.035435998,5180765.35008,,,,2.032,809,774,,,,"WW",0,0,0,0,,,,,,,,,2.032,809,774,398.129921259842,380.905511811024,-117.078743,46.78041,169,4,"C"
2007,"Grid Points","WW",170,27,"G",,,494020.944643,5180765.87382,,,,2.032,569,545,,,,"WW",0,0,0,0,,,,,,,,,2.032,569,545,280.01968503937,268.208661417323,-117.078325,46.780415,170,5,"C"
2007,"Grid Points","WW",171,28,"G",,,494052.846355999,5180758.84142,,,,2.032,704,673,,,,"WW",0,0,0,0,,,,,,,,,2.032,704,673,346.456692913386,331.200787401575,-117.077907,46.780352,171,6,"C"
2007,"Grid Points","WW",172,29,"G",,,494084.773005,5180777.03390999,,,,2.032,836,803,,,,"WW",0,0,0,0,,,,,,,,,2.032,836,803,411.417322834646,395.177165354331,-117.077489,46.780516,172,6,"C"
2007,"Grid Points","WW",173,30,"G",,,494116.656978,5180751.88896,,,,2.032,783,751,,,,"WW",0,0,0,0,,,,,,,,,2.032,783,751,385.334645669291,369.586614173228,-117.077071,46.78029,173,7,"C"
2007,"Grid Points","WW",174,31,"G",,,494148.579136,5180765.6369,,,,2.032,1035,998,,,,"WW",0,0,0,0,,,,,,,,,2.032,1035,998,509.350393700787,491.141732283465,-117.076653,46.780414,174,8,"C"
2007,"Grid Points","WW",190,21,"H",,,493846.609202,5180782.71834999,,,,2.032,973,943,,,,"WW",0,0,0,0,,,,,,,,,2.032,973,943,478.838582677165,464.074803149606,-117.080609,46.780565,190,1,"C"
2007,"Grid Points","WW",191,22,"H",,,493878.547572,5180811.91083,,,,2.032,1059,1006,,,,"WW",0,0,0,0,,,,,,,,,2.032,1059,1006,521.161417322835,495.07874015748,-117.080191,46.780828,191,1,"C"
2007,"Grid Points","WW",192,23,"H",,,493910.452708,5180808.65582999,,,,2.032,920,882,,,,"WW",0,0,0,0,,,,,,,,,2.032,920,882,452.755905511811,434.055118110236,-117.079773,46.780799,192,2,"C"
2007,"Grid Points","WW",193,24,"H",,,493942.357093998,5180804.62315,,,,2.032,1000,939,,,,"WW",0,0,0,0,,,,,,,,,2.032,1000,939,492.125984251968,462.106299212598,-117.079355,46.780763,193,3,"C"
2007,"Grid Points","WW",194,25,"H",,,493976.077606,5180793.53627999,,,,2.032,1050,1003,,,,"WW",0,0,0,0,,,,,,,,,2.032,1050,1003,516.732283464567,493.602362204724,-117.07891312,46.78066353,194,4,"C"
2007,"Grid Points","WW",195,26,"H",,,494006.166549,5180797.11388999,,,,2.032,1033,985,,,,"WW",0,0,0,0,,,,,,,,,2.032,1033,985,508.366141732283,484.744094488189,-117.078519,46.780696,195,4,"C"
2007,"Grid Points","WW",196,27,"H",,,494038.075584998,5180797.63772,,,,2.032,1158,1112,,,,"WW",0,0,0,0,,,,,,,,,2.032,1158,1112,569.88188976378,547.244094488189,-117.078101,46.780701,196,5,"C"
2007,"Grid Points","WW",197,28,"H",,,494069.977149999,5180790.60541998,,,,2.032,874,843,,,,"WW",0,0,0,0,,,,,,,,,2.032,874,843,430.11811023622,414.862204724409,-117.077683,46.780638,197,6,"C"
2007,"Grid Points","WW",198,29,"H",,,494101.903577,5180808.798,,,,2.032,1005,962,,,,"WW",0,0,0,0,,,,,,,,,2.032,1005,962,494.586614173228,473.425196850394,-117.077265,46.780802,198,6,"C"
2007,"Grid Points","WW",199,30,"H",,,494133.787453,5180783.65313,,,,2.032,1131,1087,,,,"WW",0,0,0,0,,,,,,,,,2.032,1131,1087,556.594488188976,534.94094488189,-117.076847,46.780576,199,7,"C"
2007,"Grid Points","WW",216,23,"I",,,493895.294181998,5180840.45218,,,,2.032,847,809,,,,"WW",0,0,0,0,,,,,,,,,2.032,847,809,416.830708661417,398.129921259842,-117.079972,46.781085,216,1,"C"
2007,"Grid Points","WW",217,24,"I",,,493927.198389,5180836.41940999,,,,2.032,1221,1171,,,,"WW",0,0,0,0,,,,,,,,,2.032,1221,1171,600.885826771654,576.279527559055,-117.079554,46.781049,217,2,"C"
2007,"Grid Points","WW",218,25,"I",,,493959.097828998,5180827.60857,,,,2.032,1271,1218,,,,"WW",0,0,0,0,,,,,,,,,2.032,1271,1218,625.492125984252,599.409448818898,-117.079136,46.78097,218,3,"C"
2007,"Grid Points","WW",219,26,"I",,,493991.007487,5180828.91,,,,2.032,1426,1391,,,,"WW",0,0,0,0,,,,,,,,,2.032,1426,1391,701.771653543307,684.547244094488,-117.078718,46.780982,219,3,"C"
2007,"Grid Points","WW",220,27,"I",,,494022.916354999,5180829.43374998,,,,2.032,1149,1103,,,,"WW",0,0,0,0,,,,,,,,,2.032,1149,1103,565.452755905512,542.814960629921,-117.0783,46.780987,220,4,"C"
2007,"Grid Points","WW",221,28,"I",,,494054.817732998,5180822.40135999,,,,2.032,1181,1147,,,,"WW",0,0,0,0,,,,,,,,,2.032,1181,1147,581.200787401575,564.468503937008,-117.077882,46.780924,221,5,"C"
2007,"Grid Points","WW",222,29,"I",,,494086.744038,5180840.59387,,,,2.032,1256,1213,,,,"WW",0,0,0,0,,,,,,,,,2.032,1256,1213,618.110236220472,596.948818897638,-117.077464,46.781088,222,5,"C"
2007,"Grid Points","WW",223,30,"I",,,494118.627680998,5180815.44892,,,,2.032,912,884,,,,"WW",0,0,0,0,,,,,,,,,2.032,912,884,448.818897637795,435.03937007874,-117.077046,46.780862,223,6,"C"
2007,"Grid Points","WW",224,31,"I",,,494150.549497,5180829.19687999,,,,2.032,976,945,,,,"WW",0,0,0,0,,,,,,,,,2.032,976,945,480.314960629921,465.05905511811,-117.076628,46.780986,224,7,"C"
2007,"Grid Points","WW",241,23,"J",,,493923.188832,5180872.20483,,,,2.032,1308,1259,,,,"WW",0,0,0,0,,,,,,,,,2.032,1308,1259,643.700787401575,619.586614173228,-117.079607,46.781371,241,1,"C"
2007,"Grid Points","WW",242,24,"J",,,493955.092889,5180868.17221,,,,2.032,1234,1178,,,,"WW",0,0,0,0,,,,,,,,,2.032,1234,1178,607.283464566929,579.724409448819,-117.079189,46.781335,242,2,"C"
2007,"Grid Points","WW",243,25,"J",,,493986.992199998,5180859.36151,,,,2.032,1281,1233,,,,"WW",0,0,0,0,,,,,,,,,2.032,1281,1233,630.413385826772,606.791338582677,-117.078771,46.781256,243,3,"C"
2007,"Grid Points","WW",244,26,"J",,,494016.170361,5180863.39441,,,,2.032,1262,1209,,,,"WW",0,0,0,0,,,,,,,,,2.032,1262,1209,621.062992125984,594.98031496063,-117.07838882,46.78129255,244,3,"C"
2007,"Grid Points","WW",245,27,"J",,,494050.810379998,5180861.18699,,,,2.032,913,884,,,,"WW",0,0,0,0,,,,,,,,,2.032,913,884,449.311023622047,435.03937007874,-117.077935,46.781273,245,4,"C"
2007,"Grid Points","WW",246,28,"J",,,494082.711621,5180854.15474999,,,,2.032,1082,1040,,,,"WW",0,0,0,0,,,,,,,,,2.032,1082,1040,532.48031496063,511.811023622047,-117.077517,46.78121,246,5,"C"
2007,"Grid Points","WW",247,29,"J",,,494114.637672999,5180872.3474,,,,2.032,1263,1206,,,,"WW",0,0,0,0,,,,,,,,,2.032,1263,1206,621.555118110236,593.503937007874,-117.077099,46.781374,247,5,"C"
2007,"Grid Points","WW",248,30,"J",,,494145.155603,5180849.02348,,,,2.032,1404,1363,,,,"WW",0,0,0,0,,,,,,,,,2.032,1404,1363,690.944881889764,670.767716535433,-117.07669891,46.78116437,248,6,"C"
2007,"Grid Points","WW",264,24,"K",,,493924.209313,5180899.98434999,,,,2.032,1227,1173,,,,"WW",0,0,0,0,,,,,,,,,2.032,1227,1173,603.838582677165,577.263779527559,-117.079594,46.781621,264,1,"C"
2007,"Grid Points","WW",265,25,"K",,,493957.474071,5180890.26303999,,,,2.032,1140,1087,,,,"WW",0,0,0,0,,,,,,,,,2.032,1140,1087,561.023622047244,534.94094488189,-117.0791581,46.78153382,265,2,"C"
2007,"Grid Points","WW",266,26,"K",,,493988.017731,5180892.47489998,,,,2.032,956,922,,,,"WW",0,0,0,0,,,,,,,,,2.032,956,922,470.472440944882,453.740157480315,-117.078758,46.781554,266,2,"C"
2007,"Grid Points","WW",267,27,"K",,,494019.926261999,5180892.99863,,,,2.032,1329,1276,,,,"WW",0,0,0,0,,,,,,,,,2.032,1329,1276,654.035433070866,627.952755905512,-117.07834,46.781559,267,3,"C"
2007,"Grid Points","WW",268,28,"K",,,494051.827297999,5180885.96623,,,,2.032,1279,1233,,,,"WW",0,0,0,0,,,,,,,,,2.032,1279,1233,629.429133858268,606.791338582677,-117.077922,46.781496,268,4,"C"
2007,"Grid Points","WW",269,29,"K",,,494083.753275,5180904.15871999,,,,2.032,1358,1301,,,,"WW",0,0,0,0,,,,,,,,,2.032,1358,1301,668.307086614173,640.255905511811,-117.077504,46.78166,269,4,"C"
2007,"Grid Points","WW",270,30,"K",,,494115.636567,5180879.01374998,,,,2.032,1244,1201,,,,"WW",0,0,0,0,,,,,,,,,2.032,1244,1201,612.204724409449,591.043307086614,-117.077086,46.781434,270,5,"C"
2007,"Grid Points","WW",271,31,"K",,,494147.558052,5180892.76169,,,,2.032,716,683,,,,"WW",0,0,0,0,,,,,,,,,2.032,716,683,352.362204724409,336.122047244094,-117.076668,46.781558,271,6,"C"
2007,"Grid Points","WW",287,24,"L",,,493945.157106,5180931.74412999,,,,2.032,1204,1174,,,,"WW",0,0,0,0,,,,,,,,,2.032,1204,1174,592.51968503937,577.755905511811,-117.07932,46.781907,287,1,"C"
2007,"Grid Points","WW",288,25,"L",,,493979.786992,5180920.05083999,,,,2.032,1202,1152,,,,"WW",0,0,0,0,,,,,,,,,2.032,1202,1152,591.535433070866,566.929133858268,-117.07886619,46.78180208,288,2,"C"
2007,"Grid Points","WW",289,26,"L",,,494008.965211,5180924.23491,,,,2.032,1344,1309,,,,"WW",0,0,0,0,,,,,,,,,2.032,1344,1309,661.417322834646,644.192913385827,-117.078484,46.78184,289,2,"C"
2007,"Grid Points","WW",290,27,"L",,,494040.873572,5180924.75875,,,,2.032,1250,1199,,,,"WW",0,0,0,0,,,,,,,,,2.032,1250,1199,615.157480314961,590.05905511811,-117.078066,46.781845,290,3,"C"
2007,"Grid Points","WW",291,28,"L",,,494072.774463,5180917.72645999,,,,2.032,825,784,,,,"WW",0,0,0,0,,,,,,,,,2.032,825,784,406.003937007874,385.826771653543,-117.077648,46.781782,291,4,"C"
2007,"Grid Points","WW",292,29,"L",,,494104.700208,5180935.91906,,,,2.032,1044,1012,,,,"WW",0,0,0,0,,,,,,,,,2.032,1044,1012,513.779527559055,498.031496062992,-117.07723,46.781946,292,4,"C"
2007,"Grid Points","WW",293,30,"L",,,494136.583418,5180910.77421,,,,2.032,965,939,,,,"WW",0,0,0,0,,,,,,,,,2.032,965,939,474.90157480315,462.106299212598,-117.076812,46.78172,293,5,"C"
2007,"Grid Points","WW",313,25,"M",,,493981.209999,5180954.71016998,,,,2.032,1133,1084,,,,"WW",0,0,0,0,,,,,,,,,2.032,1133,1084,557.57874015748,533.464566929134,-117.078848,46.782114,313,1,"C"
2007,"Grid Points","WW",314,26,"M",,,494013.118976,5180956.01171998,,,,2.032,985,940,,,,"WW",0,0,0,0,,,,,,,,,2.032,985,940,484.744094488189,462.59842519685,-117.07843,46.782126,314,2,"C"
2007,"Grid Points","WW",315,27,"M",,,494042.751065,5180958.35647,,,,2.032,1092,1037,,,,"WW",0,0,0,0,,,,,,,,,2.032,1092,1037,537.40157480315,510.334645669291,-117.07804184,46.78214737,315,2,"C"
2007,"Grid Points","WW",316,28,"M",,,494076.927894998,5180949.50332,,,,2.032,1099,1051,,,,"WW",0,0,0,0,,,,,,,,,2.032,1099,1051,540.846456692913,517.224409448819,-117.077594,46.782068,316,3,"C"
2007,"Grid Points","WW",338,25,"N",,,493977.955288,5180985.88857,,,,2.032,961,906,,,,"WW",0,0,0,0,,,,,,,,,2.032,961,906,472.933070866142,445.866141732283,-117.07889105,46.78239455,338,1,"C"
2008,"Grid Points","Fallow",13,17,"A",,,493702.199994,5180582.73708,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.082498,46.778764,13,1,"C"
2008,"Grid Points","Fallow",34,17,"B",,,493724.066127,5180614.49512,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.082212,46.77905,34,1,"C"
2008,"Grid Points","Fallow",58,18,"C",,,493736.595831,5180624.26078,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.082048,46.779138,58,1,"C"
2008,"Grid Points","Fallow",83,18,"D",,,493743.270391,5180656.03476,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.081961,46.779424,83,1,"C"
2008,"Grid Points","Fallow",84,19,"D",,,493775.195645998,5180671.44754999,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.081543,46.779563,84,1,"C"
2008,"Grid Points","Fallow",110,18,"E",,,493759.153553,5180683.40433998,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.08175331,46.77967045,110,1,"C"
2008,"Grid Points","Fallow",111,19,"E",,,493786.679199,5180703.21659998,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.081393,46.779849,111,1,"C"
2008,"Grid Points","Fallow",138,20,"F",,,493815.873016,5180735.18964,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.081011,46.780137,138,1,"C"
2008,"Grid Points","Fallow",164,21,"G",,,493829.477202999,5180750.95499,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.080833,46.780279,164,1,"C"
2008,"Grid Points","Fallow",165,22,"G",,,493861.415824998,5180780.14738,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.080415,46.780542,165,1,"C"
2008,"Grid Points","Fallow",190,21,"H",,,493846.609202,5180782.71834999,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.080609,46.780565,190,1,"C"
2008,"Grid Points","Fallow",191,22,"H",,,493878.547572,5180811.91083,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.080191,46.780828,191,1,"C"
2008,"Grid Points","Fallow",216,23,"I",,,493895.294181998,5180840.45218,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.079972,46.781085,216,1,"C"
2008,"Grid Points","Fallow",241,23,"J",,,493923.188832,5180872.20483,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.079607,46.781371,241,1,"C"
2008,"Grid Points","Fallow",264,24,"K",,,493924.209313,5180899.98434999,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.079594,46.781621,264,1,"C"
2008,"Grid Points","Fallow",287,24,"L",,,493945.157106,5180931.74412999,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.07932,46.781907,287,1,"C"
2008,"Grid Points","Fallow",313,25,"M",,,493981.209999,5180954.71016998,,,,,,,,,,"Fallow",,,,,,,,,,,,,,,,,,-117.078848,46.782114,313,1,"C"
2008,"Grid Points","Garbonzo Beans",35,18,"B",,,493755.952693998,5180592.45966999,,,,2,410.6,369,,,,"Garbonzo Beans",0,0,0,0,0,0,0,,,,,,2,410.6,369,205.3,184.5,-117.081794,46.778852,35,2,"C"
2008,"Grid Points","Garbonzo Beans",36,19,"B",,,493785.602152,5180609.69340998,,,,0,0,0,,,,"Garbonzo Beans",2,858.8,336.6,302,522.2,151,131,,,,,,2,336.6,302,168.3,151,-117.08140584,46.77900737,36,2,"C"
2008,"Grid Points","Garbonzo Beans",59,19,"C",,,493770.797374,5180636.94221,,,,2,403.6,368,,,,"Garbonzo Beans",0,0,0,0,0,0,0,,,,,,2,403.6,368,201.8,184,-117.08160015,46.77925244,59,2,"C"
2008,"Grid Points","Garbonzo Beans",60,20,"C",,,493800.430823998,5180639.86273,,,,2,264.6,241,,,,"Garbonzo Beans",0,0,0,0,0,0,0,,,,,,2,264.6,241,132.3,120.5,-117.081212,46.779279,60,2,"C"
2008,"Grid Points","Garbonzo Beans",85,20,"D",,,493807.105029,5180671.63678998,,,,2,411.6,369,,,,"Garbonzo Beans",0,0,0,0,0,0,0,,,,,,2,411.6,369,205.8,184.5,-117.081125,46.779565,85,2,"C"
2008,"Grid Points","Garbonzo Beans",112,20,"E",,,493818.588412999,5180703.40589999,,,,0,0,0,,,,"Garbonzo Beans",2,751.8,383.6,343,368.2,98,85,,,,,,2,383.6,343,191.8,171.5,-117.080975,46.779851,112,2,"C"
2008,"Grid Points","Garbonzo Beans",139,21,"F",,,493847.765429,5180719.15527,,,,2,284.6,256,,,,"Garbonzo Beans",0,0,0,0,0,0,0,,,,,,2,284.6,256,142.3,128,-117.080593,46.779993,139,2,"C"
2008,"Grid Points","Garbonzo Beans",140,22,"F",,,493879.70413,5180748.34774999,,,,2,272.6,247,,,,"Garbonzo Beans",0,0,0,0,0,0,0,,,,,,2,272.6,247,136.3,123.5,-117.080175,46.780256,140,2,"C"
2008,"Grid Points","Garbonzo Beans",166,23,"G",,,493893.321120999,5180776.89228998,,,,0,0,0,,,,"Garbonzo Beans",2,618.8,330.6,301,288.2,89,77,,,,,,2,330.6,301,165.3,150.5,-117.079997,46.780513,166,2,"C"
2008,"Grid Points","Garbonzo Beans",192,23,"H",,,493910.452708,5180808.65582999,,,,,,,,,,"Garbonzo Beans",0,0,0,0,0,0,0,,,,,,,,,,,-117.079773,46.780799,192,2,"C"
2008,"Grid Points","Garbonzo Beans",217,24,"I",,,493927.198389,5180836.41940999,,,,2,388.6,349,,,,"Garbonzo Beans",0,0,0,0,0,0,0,,,,,,2,388.6,349,194.3,174.5,-117.079554,46.781049,217,2,"C"
2008,"Grid Points","Garbonzo Beans",242,24,"J",,,493955.092889,5180868.17221,,,,2,555.6,504,,,,"Garbonzo Beans",0,0,0,0,0,0,0,,,,,,2,555.6,504,277.8,252,-117.079189,46.781335,242,2,"C"
2008,"Grid Points","Garbonzo Beans",265,25,"K",,,493957.474071,5180890.26303999,,,,2,75.6,68,,,,"Garbonzo Beans",0,0,0,0,0,0,0,,,,,,2,75.6,68,37.8,34,-117.0791581,46.78153382,265,2,"C"
2008,"Grid Points","Garbonzo Beans",266,26,"K",,,493988.017731,5180892.47489998,,,,0,0,0,,,,"Garbonzo Beans",2,705.8,378.6,341,327.2,97,85,,,,,,2,378.6,341,189.3,170.5,-117.078758,46.781554,266,2,"C"
2008,"Grid Points","Garbonzo Beans",288,25,"L",,,493979.786992,5180920.05083999,,,,2,394.6,353,,,,"Garbonzo Beans",0,0,0,0,0,0,0,,,,,,2,394.6,353,197.3,176.5,-117.07886619,46.78180208,288,2,"C"
2008,"Grid Points","Garbonzo Beans",289,26,"L",,,494008.965211,5180924.23491,,,,0,0,0,,,,"Garbonzo Beans",2,427.8,24.6,22,403.2,109,-77777,,,,,,2,24.6,22,12.3,11,-117.078484,46.78184,289,2,"C"
2008,"Grid Points","Garbonzo Beans",314,26,"M",,,494013.118976,5180956.01171998,,,,2,400.6,362,,,,"Garbonzo Beans",0,0,0,0,0,0,0,,,,,,2,400.6,362,200.3,181,-117.07843,46.782126,314,2,"C"
2008,"Grid Points","Garbonzo Beans",338,25,"N",,,493977.955288,5180985.88857,,,,2,419.6,378,,,,"Garbonzo Beans",0,0,0,0,0,0,0,,,,,,2,419.6,378,209.8,189,-117.07889105,46.78239455,338,1,"C"
2008,"Grid Points","spring barley",14,19,"A",,,493768.288538,5180574.29337,,,,2.032,918.6,843,,,,"spring barley",0,0,0,0,0,0,0,,,,,,2.032,918.6,843,452.066929133858,414.862204724409,-117.08163216,46.77868863,14,3,"C"
2008,"Grid Points","spring barley",15,20,"A",,,493797.922326,5180576.30343998,,,,2.032,544.6,495,,,,"spring barley",0,0,0,0,0,0,0,,,,,,2.032,544.6,495,268.011811023622,243.602362204724,-117.081244,46.778707,15,3,"C"
2008,"Grid Points","spring barley",37,20,"B",,,493819.787974999,5180608.06183,,,,2.032,409.6,368,,,,"spring barley",0,0,0,0,0,0,0,,,,,,2.032,409.6,368,201.574803149606,181.102362204724,-117.080958,46.778993,37,3,"C"
2008,"Grid Points","spring barley",61,21,"C",,,493832.323702,5180623.82828,,,,2.032,345.6,317,,,,"spring barley",0,0,0,0,0,0,0,,,,,,2.032,345.6,317,170.07874015748,156.003937007874,-117.080794,46.779135,61,3,"C"
2008,"Grid Points","spring barley",62,22,"C",,,493862.442104,5180655.29678,,,,2.032,944.6,859,,,,"spring barley",0,0,0,0,0,0,0,,,,,,2.032,944.6,859,464.862204724409,422.736220472441,-117.08039988,46.77941847,62,3,"C"
2008,"Grid Points","spring barley",86,21,"D",,,493838.997756,5180655.60237,,,,2.032,813.6,752,,,,"spring barley",0,0,0,0,0,0,0,,,,,,2.032,813.6,752,400.393700787402,370.07874015748,-117.080707,46.779421,86,3,"C"
